clip_id,class_id,signer_id,view,repetition,path,split,fps,n_frames,duration,width,height,file_size,brightness_mean,brightness_std,blur_mean
S18-J-frontal-3,J,S18,frontal,3,..\..\src\datasets\MSL-dynamic-signs\train\S18-J-frontal-3.mp4,train,59.242,60,1.0127949765369164,900,900,11948897,111.79228868312758,0.1516173875456784,4.496833937561856
S18-J-frontal-4,J,S18,frontal,4,..\..\src\datasets\MSL-dynamic-signs\train\S18-J-frontal-4.mp4,train,59.515,60,1.0081492060825001,900,900,11948897,111.44950514403293,0.2675866848483891,4.268749745112279
S18-J-frontal-5,J,S18,frontal,5,..\..\src\datasets\MSL-dynamic-signs\train\S18-J-frontal-5.mp4,train,59.565,60,1.007302946361118,900,900,11948897,112.7913866255144,0.24533473153549745,4.1255295797927145
S18-K-frontal-1,K,S18,frontal,1,..\..\src\datasets\MSL-dynamic-signs\train\S18-K-frontal-1.mp4,train,59.4,83,1.3973063973063973,900,900,16529006,105.38481714677641,0.7484378077093798,4.213351977152196
S18-K-frontal-2,K,S18,frontal,2,..\..\src\datasets\MSL-dynamic-signs\train\S18-K-frontal-2.mp4,train,59.31,83,1.3994267408531444,900,900,16529006,106.56612359396432,0.5390636177671594,4.460423154394317
S18-K-frontal-3,K,S18,frontal,3,..\..\src\datasets\MSL-dynamic-signs\train\S18-K-frontal-3.mp4,train,59.46,89,1.496804574503868,900,900,17723816,107.15617091906721,0.29548705589798363,4.405806282582601
S18-K-frontal-4,K,S18,frontal,4,..\..\src\datasets\MSL-dynamic-signs\train\S18-K-frontal-4.mp4,train,59.395,90,1.515279063894267,900,900,17922951,107.6512791495199,0.5945039965704174,4.17407404944707
S18-K-frontal-5,K,S18,frontal,5,..\..\src\datasets\MSL-dynamic-signs\train\S18-K-frontal-5.mp4,train,59.47,78,1.3115856734487978,900,900,15533331,108.82399567901234,0.551655757061655,4.156197520113549
S18-Q-frontal-1,Q,S18,frontal,1,..\..\src\datasets\MSL-dynamic-signs\train\S18-Q-frontal-1.mp4,train,59.348,95,1.6007279099548426,900,900,18918630,106.31189777777779,0.5930161786750353,4.752961091868771
S18-Q-frontal-2,Q,S18,frontal,2,..\..\src\datasets\MSL-dynamic-signs\train\S18-Q-frontal-2.mp4,train,59.474,101,1.6982210713925414,900,900,20113440,107.37392749719416,0.48865816425564884,4.741872267565643
S18-Q-frontal-3,Q,S18,frontal,3,..\..\src\datasets\MSL-dynamic-signs\train\S18-Q-frontal-3.mp4,train,58.48,84,1.436388508891929,900,900,16444641,107.80220877914952,0.16542841198975738,4.761194768824535
S18-Q-frontal-4,Q,S18,frontal,4,..\..\src\datasets\MSL-dynamic-signs\train\S18-Q-frontal-4.mp4,train,59.237,83,1.4011513074598645,900,900,16529006,107.77757297668037,0.22274293252207097,4.789070079259768
S18-Q-frontal-5,Q,S18,frontal,5,..\..\src\datasets\MSL-dynamic-signs\train\S18-Q-frontal-5.mp4,train,59.94,101,1.6850183516850183,900,900,20113440,105.56604601571267,0.15467019420756772,4.693787983517065
S18-X-frontal-1,X,S18,frontal,1,..\..\src\datasets\MSL-dynamic-signs\train\S18-X-frontal-1.mp4,train,59.432,95,1.59846547314578,900,900,18918630,102.20005975308642,0.6886780371888758,4.84624674242143
S18-X-frontal-2,X,S18,frontal,2,..\..\src\datasets\MSL-dynamic-signs\train\S18-X-frontal-2.mp4,train,59.94,108,1.8018018018018018,900,900,21507385,101.61385589225588,0.1392438869480479,4.850801767442602
S18-X-frontal-3,X,S18,frontal,3,..\..\src\datasets\MSL-dynamic-signs\train\S18-X-frontal-3.mp4,train,59.586,113,1.8964186218239185,900,900,22503060,102.17848569958848,0.9300676804933843,4.831260254225982
S18-X-frontal-4,X,S18,frontal,4,..\..\src\datasets\MSL-dynamic-signs\train\S18-X-frontal-4.mp4,train,59.045,103,1.7444322127191125,900,900,20511710,102.96394747474747,0.6102610344247257,4.820227902139779
S18-X-frontal-5,X,S18,frontal,5,..\..\src\datasets\MSL-dynamic-signs\train\S18-X-frontal-5.mp4,train,58.486,90,1.5388298054235203,900,900,17619201,102.76895939643347,1.4962427371741127,4.867345366590119
S18-Z-frontal-1,Z,S18,frontal,1,..\..\src\datasets\MSL-dynamic-signs\train\S18-Z-frontal-1.mp4,train,59.94,138,2.3023023023023024,900,900,27481439,116.57507698412698,0.3841942641072491,3.4693290061977704
S18-Z-frontal-2,Z,S18,frontal,2,..\..\src\datasets\MSL-dynamic-signs\train\S18-Z-frontal-2.mp4,train,58.85,79,1.3423959218351742,900,900,15465841,116.44855925925926,0.4729808985009297,2.0842095063854593
S18-Z-frontal-3,Z,S18,frontal,3,..\..\src\datasets\MSL-dynamic-signs\train\S18-Z-frontal-3.mp4,train,59.468,78,1.3116297840855586,900,900,15533331,116.0484587962963,0.16066300383149434,2.006605129991617
S18-Z-frontal-4,Z,S18,frontal,4,..\..\src\datasets\MSL-dynamic-signs\train\S18-Z-frontal-4.mp4,train,59.677,78,1.3070362116058112,900,900,15533331,115.97479660493828,0.2521331485405165,1.855322182315196
S18-Z-frontal-5,Z,S18,frontal,5,..\..\src\datasets\MSL-dynamic-signs\train\S18-Z-frontal-5.mp4,train,59.94,71,1.1845178511845178,900,900,14139386,115.8958513888889,0.528125397237133,2.2674191069694025
S18-Ñ-frontal-1,Ñ,S18,frontal,1,..\..\src\datasets\MSL-dynamic-signs\train\S18-Ñ-frontal-1.mp4,train,59.94,90,1.5015015015015016,900,900,17922951,112.27887873799725,1.1990388582038503,4.75530875874765
S18-Ñ-frontal-2,Ñ,S18,frontal,2,..\..\src\datasets\MSL-dynamic-signs\train\S18-Ñ-frontal-2.mp4,train,59.94,90,1.5015015015015016,900,900,17922951,111.02410672153636,0.4181200776148924,4.652787507442124
S18-Ñ-frontal-3,Ñ,S18,frontal,3,..\..\src\datasets\MSL-dynamic-signs\train\S18-Ñ-frontal-3.mp4,train,59.94,96,1.6016016016016017,900,900,19117765,110.39171851851852,0.4495236082339847,4.6044409814619724
S18-Ñ-frontal-4,Ñ,S18,frontal,4,..\..\src\datasets\MSL-dynamic-signs\train\S18-Ñ-frontal-4.mp4,train,59.542,78,1.3099996641026501,900,900,15533331,109.05183595679011,0.9058630222011526,4.623284100977557
S18-Ñ-frontal-5,Ñ,S18,frontal,5,..\..\src\datasets\MSL-dynamic-signs\train\S18-Ñ-frontal-5.mp4,train,59.623,84,1.4088522885463663,900,900,16728141,107.88902139917695,0.5511242740087,4.642268301241003
S19-J-frontal-1,J,S19,frontal,1,..\..\src\datasets\MSL-dynamic-signs\train\S19-J-frontal-1.mp4,train,59.94,49,0.8174841508174842,900,900,9758412,114.07422765432099,0.3315966854590198,2.3198283914369755
S19-J-frontal-2,J,S19,frontal,2,..\..\src\datasets\MSL-dynamic-signs\train\S19-J-frontal-2.mp4,train,58.999,48,0.813573111408668,900,900,9397277,115.52084197530864,0.30474631618723397,2.420748377279378
S19-J-frontal-3,J,S19,frontal,3,..\..\src\datasets\MSL-dynamic-signs\train\S19-J-frontal-3.mp4,train,59.475,60,1.008827238335435,900,900,11948897,115.42663456790125,0.485840912229651,2.337885181782249
S19-J-frontal-4,J,S19,frontal,4,..\..\src\datasets\MSL-dynamic-signs\train\S19-J-frontal-4.mp4,train,59.465,54,0.9080972000336331,900,900,10754087,115.5298121399177,0.5890889663148666,2.2779258803591933
S19-J-frontal-5,J,S19,frontal,5,..\..\src\datasets\MSL-dynamic-signs\train\S19-J-frontal-5.mp4,train,59.144,42,0.7101312051941026,900,900,8364467,116.626232345679,0.8774310629087817,2.2456982391964635
S19-Q-frontal-1,Q,S19,frontal,1,..\..\src\datasets\MSL-dynamic-signs\train\S19-Q-frontal-1.mp4,train,59.94,72,1.2012012012012012,900,900,14338521,129.0023337962963,0.3090119655435388,2.9369197142638317
S19-Q-frontal-2,Q,S19,frontal,2,..\..\src\datasets\MSL-dynamic-signs\train\S19-Q-frontal-2.mp4,train,59.94,78,1.3013013013013013,900,900,15533331,128.9597848765432,0.32696355174778363,2.885653845929927
S19-Q-frontal-3,Q,S19,frontal,3,..\..\src\datasets\MSL-dynamic-signs\train\S19-Q-frontal-3.mp4,train,59.467,77,1.2948357912791968,900,900,15334196,129.23983950617284,0.43354068909561994,2.912413403017642
S19-Q-frontal-4,Q,S19,frontal,4,..\..\src\datasets\MSL-dynamic-signs\train\S19-Q-frontal-4.mp4,train,58.575,78,1.3316261203585147,900,900,15270081,128.7109612654321,0.8154043274772815,2.9260615229797287
S19-Q-frontal-5,Q,S19,frontal,5,..\..\src\datasets\MSL-dynamic-signs\train\S19-Q-frontal-5.mp4,train,59.667,72,1.206697169289557,900,900,14338521,127.70466126543211,0.42232131002208545,2.825076727560014
S2-J-frontal-1,J,S2,frontal,1,..\..\src\datasets\MSL-dynamic-signs\train\S2-J-frontal-1.mp4,train,59.94,66,1.1011011011011012,900,900,13143711,125.82199382716051,0.3139395550319253,1.8570199268881051
S2-J-frontal-2,J,S2,frontal,2,..\..\src\datasets\MSL-dynamic-signs\train\S2-J-frontal-2.mp4,train,59.163,59,0.9972448996839242,900,900,11749762,122.66292325102881,0.3599709290490158,1.8670150157752883
S2-J-frontal-3,J,S2,frontal,3,..\..\src\datasets\MSL-dynamic-signs\train\S2-J-frontal-3.mp4,train,59.94,54,0.9009009009009009,900,900,10754087,122.70799732510288,0.2701694247112,1.830205553232993
S2-J-frontal-4,J,S2,frontal,4,..\..\src\datasets\MSL-dynamic-signs\train\S2-J-frontal-4.mp4,train,59.28,53,0.8940620782726045,900,900,10554952,122.71312325102882,0.37269604365877856,1.833767484508459
S2-J-frontal-5,J,S2,frontal,5,..\..\src\datasets\MSL-dynamic-signs\train\S2-J-frontal-5.mp4,train,59.381,54,0.9093817887876593,900,900,10754087,122.5572440329218,0.33805122035954793,1.790810899802114
S3-J-frontal-1,J,S3,frontal,1,..\..\src\datasets\MSL-dynamic-signs\train\S3-J-frontal-1.mp4,train,30.0,46,1.5333333333333334,900,900,4658757,129.41973654320992,0.24329917549759572,2.025199501715593
S3-J-frontal-2,J,S3,frontal,2,..\..\src\datasets\MSL-dynamic-signs\train\S3-J-frontal-2.mp4,train,30.0,55,1.8333333333333333,900,900,5570097,129.6176849794239,0.1619021000770435,2.1191287974373823
S3-J-frontal-3,J,S3,frontal,3,..\..\src\datasets\MSL-dynamic-signs\train\S3-J-frontal-3.mp4,train,30.0,32,1.0666666666666667,900,900,3241117,129.87250277777778,0.17165391003733033,2.1689966030647008
S3-J-frontal-4,J,S3,frontal,4,..\..\src\datasets\MSL-dynamic-signs\train\S3-J-frontal-4.mp4,train,30.0,27,0.9,900,900,2734813,129.27059218107,0.22108206490850404,2.207414796816543
S3-J-frontal-5,J,S3,frontal,5,..\..\src\datasets\MSL-dynamic-signs\train\S3-J-frontal-5.mp4,train,30.0,37,1.2333333333333334,900,900,3747417,128.99975586419754,0.08098393082458484,2.0801613897313675
S3-J-frontal-6,J,S3,frontal,6,..\..\src\datasets\MSL-dynamic-signs\train\S3-J-frontal-6.mp4,train,30.0,39,1.3,900,900,3949937,128.53151018518517,0.14496253318554167,2.1469039746757352
S3-J-frontal-7,J,S3,frontal,7,..\..\src\datasets\MSL-dynamic-signs\train\S3-J-frontal-7.mp4,train,30.0,37,1.2333333333333334,900,900,3747417,128.3560175925926,0.13212183565817867,2.12904746928898
S3-K-frontal-1,K,S3,frontal,1,..\..\src\datasets\MSL-dynamic-signs\train\S3-K-frontal-1.mp4,train,30.0,50,1.6666666666666667,900,900,5063797,127.10834172839506,0.94164747445338,1.9691643053168728
S3-K-frontal-2,K,S3,frontal,2,..\..\src\datasets\MSL-dynamic-signs\train\S3-K-frontal-2.mp4,train,30.0,47,1.5666666666666667,900,900,4760017,125.93838000000001,0.477577484619846,2.001023355813138
S3-K-frontal-3,K,S3,frontal,3,..\..\src\datasets\MSL-dynamic-signs\train\S3-K-frontal-3.mp4,train,30.0,53,1.7666666666666666,900,900,5367577,125.93916625514403,0.42814586949371636,2.0089315703764674
S3-K-frontal-4,K,S3,frontal,4,..\..\src\datasets\MSL-dynamic-signs\train\S3-K-frontal-4.mp4,train,30.0,65,2.1666666666666665,900,900,6582701,125.85788253968255,0.4525587367776884,1.9858086992819044
S3-K-frontal-5,K,S3,frontal,5,..\..\src\datasets\MSL-dynamic-signs\train\S3-K-frontal-5.mp4,train,30.0,59,1.9666666666666666,900,900,5975137,125.19175967078189,0.5394518318903638,2.0208283215266984
S3-Q-frontal-1,Q,S3,frontal,1,..\..\src\datasets\MSL-dynamic-signs\train\S3-Q-frontal-1.mp4,train,30.0,56,1.8666666666666667,900,900,5671357,126.23498148148148,0.7055698773163059,1.5631061709028096
S3-Q-frontal-2,Q,S3,frontal,2,..\..\src\datasets\MSL-dynamic-signs\train\S3-Q-frontal-2.mp4,train,30.0,53,1.7666666666666666,900,900,5367577,125.26365802469137,0.9853793929634512,1.5906905299065182
S3-Q-frontal-3,Q,S3,frontal,3,..\..\src\datasets\MSL-dynamic-signs\train\S3-Q-frontal-3.mp4,train,30.0,49,1.6333333333333333,900,900,4962537,125.45290148148149,0.7896130224009654,1.6061570306934918
S3-Q-frontal-4,Q,S3,frontal,4,..\..\src\datasets\MSL-dynamic-signs\train\S3-Q-frontal-4.mp4,train,30.0,49,1.6333333333333333,900,900,4962537,126.74531283950617,1.3877687553321876,1.7051303676500527
S3-Q-frontal-5,Q,S3,frontal,5,..\..\src\datasets\MSL-dynamic-signs\train\S3-Q-frontal-5.mp4,train,30.0,60,2.0,900,900,6076397,126.11660658436215,1.116719985667446,1.5669061662205968
S3-X-frontal-1,X,S3,frontal,1,..\..\src\datasets\MSL-dynamic-signs\train\S3-X-frontal-1.mp4,train,30.0,55,1.8333333333333333,900,900,5570097,126.61421646090535,0.3656724768116268,1.949378451235076
S3-X-frontal-2,X,S3,frontal,2,..\..\src\datasets\MSL-dynamic-signs\train\S3-X-frontal-2.mp4,train,30.0,62,2.066666666666667,900,900,6278921,126.86446208112875,0.29532566441070096,1.9596799339011906
S3-X-frontal-3,X,S3,frontal,3,..\..\src\datasets\MSL-dynamic-signs\train\S3-X-frontal-3.mp4,train,30.0,51,1.7,900,900,5165057,126.81849753086419,0.36570873633026546,1.9852015352507244
S3-X-frontal-4,X,S3,frontal,4,..\..\src\datasets\MSL-dynamic-signs\train\S3-X-frontal-4.mp4,train,30.0,57,1.9,900,900,5772617,127.03491995884774,0.13705007363084862,1.8213936104105064
S3-X-frontal-5,X,S3,frontal,5,..\..\src\datasets\MSL-dynamic-signs\train\S3-X-frontal-5.mp4,train,30.0,60,2.0,900,900,6076397,126.66625576131686,0.35338277628359793,1.8971178251021188
S3-Z-frontal-1,Z,S3,frontal,1,..\..\src\datasets\MSL-dynamic-signs\train\S3-Z-frontal-1.mp4,train,30.0,84,2.8,900,900,8506641,126.50691618655694,0.5982051876225093,1.9362751418066348
S3-Z-frontal-2,Z,S3,frontal,2,..\..\src\datasets\MSL-dynamic-signs\train\S3-Z-frontal-2.mp4,train,30.0,73,2.433333333333333,900,900,7392781,127.04872345679013,0.23058058683924124,1.9511024159918458
S3-Z-frontal-3,Z,S3,frontal,3,..\..\src\datasets\MSL-dynamic-signs\train\S3-Z-frontal-3.mp4,train,30.0,78,2.6,900,900,7899081,126.79090925925925,0.24070441197718417,1.8989666072629934
S3-Z-frontal-4,Z,S3,frontal,4,..\..\src\datasets\MSL-dynamic-signs\train\S3-Z-frontal-4.mp4,train,30.0,85,2.8333333333333335,900,900,8607901,126.53547338820302,0.21599560598848788,1.9288230015688663
S3-Z-frontal-5,Z,S3,frontal,5,..\..\src\datasets\MSL-dynamic-signs\train\S3-Z-frontal-5.mp4,train,30.0,85,2.8333333333333335,900,900,8607901,127.09516433470509,0.395869235503288,1.932112449923284
S3-Z-frontal-6,Z,S3,frontal,6,..\..\src\datasets\MSL-dynamic-signs\train\S3-Z-frontal-6.mp4,train,30.0,90,3.0,900,900,9114201,127.30728079561042,0.382530214689865,1.88629777829379
S3-Ñ-frontal-1,Ñ,S3,frontal,1,..\..\src\datasets\MSL-dynamic-signs\train\S3-Ñ-frontal-1.mp4,train,30.0,56,1.8666666666666667,900,900,5671357,127.63886687242798,0.17931523398746202,1.9411448551928059
S3-Ñ-frontal-2,Ñ,S3,frontal,2,..\..\src\datasets\MSL-dynamic-signs\train\S3-Ñ-frontal-2.mp4,train,30.0,87,2.9,900,900,8810421,127.67563127572018,0.2255005014549038,1.8827049362639505
S3-Ñ-frontal-3,Ñ,S3,frontal,3,..\..\src\datasets\MSL-dynamic-signs\train\S3-Ñ-frontal-3.mp4,train,30.0,66,2.2,900,900,6683961,127.7870003527337,0.17455040397071936,1.8556726612428422
S3-Ñ-frontal-4,Ñ,S3,frontal,4,..\..\src\datasets\MSL-dynamic-signs\train\S3-Ñ-frontal-4.mp4,train,30.0,70,2.3333333333333335,900,900,7089001,127.83070035273367,0.19646667012523703,1.8465416214925858
S3-Ñ-frontal-5,Ñ,S3,frontal,5,..\..\src\datasets\MSL-dynamic-signs\train\S3-Ñ-frontal-5.mp4,train,30.0,66,2.2,900,900,6683961,127.80081305114639,0.17502284287378897,1.8166694872915714
S3-Ñ-frontal-6,Ñ,S3,frontal,6,..\..\src\datasets\MSL-dynamic-signs\train\S3-Ñ-frontal-6.mp4,train,30.0,78,2.6,900,900,7899081,128.3116162037037,0.5499010202876659,1.7881149635328075
S4-J-frontal-1,J,S4,frontal,1,..\..\src\datasets\MSL-dynamic-signs\train\S4-J-frontal-1.mp4,train,30.0,67,2.2333333333333334,900,900,6785221,113.66928641975309,0.24964235180590677,3.7934170979835393
S4-J-frontal-2,J,S4,frontal,2,..\..\src\datasets\MSL-dynamic-signs\train\S4-J-frontal-2.mp4,train,30.0,70,2.3333333333333335,900,900,7089001,113.3612728395062,0.24296874714046596,3.752222024115009
S4-J-frontal-3,J,S4,frontal,3,..\..\src\datasets\MSL-dynamic-signs\train\S4-J-frontal-3.mp4,train,30.0,63,2.1,900,900,6380181,114.31158412698414,0.47033453605877407,3.6664744016787507
S4-J-frontal-4,J,S4,frontal,4,..\..\src\datasets\MSL-dynamic-signs\train\S4-J-frontal-4.mp4,train,30.0,65,2.1666666666666665,900,900,6582701,113.80072398589066,0.15805095098017016,3.4966569195534207
S4-J-frontal-5,J,S4,frontal,5,..\..\src\datasets\MSL-dynamic-signs\train\S4-J-frontal-5.mp4,train,30.0,57,1.9,900,900,5772617,113.66808148148147,0.26465300472528924,3.6162349701412384
S4-K-frontal-1,K,S4,frontal,1,..\..\src\datasets\MSL-dynamic-signs\train\S4-K-frontal-1.mp4,train,30.0,75,2.5,900,900,7595301,112.30894922839506,0.7677953546185744,4.941840426362978
S4-K-frontal-2,K,S4,frontal,2,..\..\src\datasets\MSL-dynamic-signs\train\S4-K-frontal-2.mp4,train,30.0,73,2.433333333333333,900,900,7392781,113.73820154320988,1.2765947399927229,4.90076588770138
S4-K-frontal-3,K,S4,frontal,3,..\..\src\datasets\MSL-dynamic-signs\train\S4-K-frontal-3.mp4,train,30.0,65,2.1666666666666665,900,900,6582701,114.5866216931217,1.277850073263584,4.864461187819148
S4-K-frontal-4,K,S4,frontal,4,..\..\src\datasets\MSL-dynamic-signs\train\S4-K-frontal-4.mp4,train,30.0,72,2.4,900,900,7291521,114.5165086419753,1.4270420119996345,4.803384410541266
S4-K-frontal-5,K,S4,frontal,5,..\..\src\datasets\MSL-dynamic-signs\train\S4-K-frontal-5.mp4,train,30.0,65,2.1666666666666665,900,900,6582701,115.82481075837742,1.5007075134172012,5.030358366299998
S4-K-frontal-6,K,S4,frontal,6,..\..\src\datasets\MSL-dynamic-signs\train\S4-K-frontal-6.mp4,train,30.0,74,2.466666666666667,900,900,7494041,115.94547685185185,1.3537424437904342,4.759601843375247
S4-Q-frontal-1,Q,S4,frontal,1,..\..\src\datasets\MSL-dynamic-signs\train\S4-Q-frontal-1.mp4,train,30.0,74,2.466666666666667,900,900,7494041,117.13386944444446,0.4766714386561046,5.764916198444407
S4-Q-frontal-2,Q,S4,frontal,2,..\..\src\datasets\MSL-dynamic-signs\train\S4-Q-frontal-2.mp4,train,30.0,63,2.1,900,900,6380181,117.09160687830688,0.5349257313377936,5.966769155929192
S4-Q-frontal-3,Q,S4,frontal,3,..\..\src\datasets\MSL-dynamic-signs\train\S4-Q-frontal-3.mp4,train,30.0,63,2.1,900,900,6380181,117.25699347442682,1.4547814262533567,6.246209805147299
S4-Q-frontal-4,Q,S4,frontal,4,..\..\src\datasets\MSL-dynamic-signs\train\S4-Q-frontal-4.mp4,train,30.0,77,2.566666666666667,900,900,7797821,116.74742716049383,1.1180931091155044,5.850282520584705
S4-Q-frontal-5,Q,S4,frontal,5,..\..\src\datasets\MSL-dynamic-signs\train\S4-Q-frontal-5.mp4,train,30.0,74,2.466666666666667,900,900,7494041,115.82997824074074,0.9338039199578085,5.9395204628873275
S4-Q-frontal-6,Q,S4,frontal,6,..\..\src\datasets\MSL-dynamic-signs\train\S4-Q-frontal-6.mp4,train,30.0,68,2.2666666666666666,900,900,6886481,115.7534881834215,0.8603943697056069,6.214172473256254
S4-X-frontal-1,X,S4,frontal,1,..\..\src\datasets\MSL-dynamic-signs\train\S4-X-frontal-1.mp4,train,30.0,59,1.9666666666666666,900,900,5975137,119.14414979423869,0.9304307528994271,6.698400598284053
S4-X-frontal-2,X,S4,frontal,2,..\..\src\datasets\MSL-dynamic-signs\train\S4-X-frontal-2.mp4,train,30.0,66,2.2,900,900,6683961,119.5865285714286,1.3850330489899692,6.479383757391514
S4-X-frontal-3,X,S4,frontal,3,..\..\src\datasets\MSL-dynamic-signs\train\S4-X-frontal-3.mp4,train,30.0,63,2.1,900,900,6380181,119.76841622574956,1.8871021077095738,6.401978372815121
S4-X-frontal-4,X,S4,frontal,4,..\..\src\datasets\MSL-dynamic-signs\train\S4-X-frontal-4.mp4,train,30.0,71,2.3666666666666667,900,900,7190261,117.39661419753085,1.203021702685173,6.047132093214258
S4-X-frontal-5,X,S4,frontal,5,..\..\src\datasets\MSL-dynamic-signs\train\S4-X-frontal-5.mp4,train,30.0,67,2.2333333333333334,900,900,6785221,116.92611816578483,1.8010408130143414,6.051788451284213
S4-X-frontal-6,X,S4,frontal,6,..\..\src\datasets\MSL-dynamic-signs\train\S4-X-frontal-6.mp4,train,30.0,78,2.6,900,900,7899081,116.5161087962963,1.5653791450991366,5.732110102045611
S4-Z-frontal-1,Z,S4,frontal,1,..\..\src\datasets\MSL-dynamic-signs\train\S4-Z-frontal-1.mp4,train,30.0,92,3.066666666666667,900,900,9316725,116.91593444444445,3.0976828609658082,5.88533307129523
S4-Z-frontal-2,Z,S4,frontal,2,..\..\src\datasets\MSL-dynamic-signs\train\S4-Z-frontal-2.mp4,train,30.0,76,2.533333333333333,900,900,7696561,115.1661138888889,3.3843984135474336,5.778384249117133
S4-Z-frontal-3,Z,S4,frontal,3,..\..\src\datasets\MSL-dynamic-signs\train\S4-Z-frontal-3.mp4,train,30.0,77,2.566666666666667,900,900,7797821,115.89973981481481,4.031114921263289,5.834751686165408
S4-Z-frontal-4,Z,S4,frontal,4,..\..\src\datasets\MSL-dynamic-signs\train\S4-Z-frontal-4.mp4,train,30.0,67,2.2333333333333334,900,900,6785221,115.2299077601411,3.0762973559192384,5.706589567243015
S4-Z-frontal-5,Z,S4,frontal,5,..\..\src\datasets\MSL-dynamic-signs\train\S4-Z-frontal-5.mp4,train,30.0,84,2.8,900,900,8506641,115.64015953360769,3.021340654138817,5.724202172081493
S4-Ñ-frontal-1,Ñ,S4,frontal,1,..\..\src\datasets\MSL-dynamic-signs\train\S4-Ñ-frontal-1.mp4,train,30.0,63,2.1,900,900,6380181,122.63359523809522,1.0631194943130624,6.414831379640298
S4-Ñ-frontal-2,Ñ,S4,frontal,2,..\..\src\datasets\MSL-dynamic-signs\train\S4-Ñ-frontal-2.mp4,train,30.0,65,2.1666666666666665,900,900,6582701,121.02324955908288,0.8662764631765166,6.416810031615607
S4-Ñ-frontal-3,Ñ,S4,frontal,3,..\..\src\datasets\MSL-dynamic-signs\train\S4-Ñ-frontal-3.mp4,train,30.0,67,2.2333333333333334,900,900,6785221,119.62602574955908,1.2970753881628276,6.265926266491607
S4-Ñ-frontal-4,Ñ,S4,frontal,4,..\..\src\datasets\MSL-dynamic-signs\train\S4-Ñ-frontal-4.mp4,train,30.0,68,2.2666666666666666,900,900,6886481,117.63807954144622,0.8875693839131594,6.299861015024278
S4-Ñ-frontal-5,Ñ,S4,frontal,5,..\..\src\datasets\MSL-dynamic-signs\train\S4-Ñ-frontal-5.mp4,train,30.0,66,2.2,900,900,6683961,117.2322164021164,0.24719110341788436,6.513383243659939
S4-Ñ-frontal-6,Ñ,S4,frontal,6,..\..\src\datasets\MSL-dynamic-signs\train\S4-Ñ-frontal-6.mp4,train,30.0,58,1.9333333333333333,900,900,5873877,117.4750940329218,0.5039942744115713,6.314511517236195
S5-J-frontal-1,J,S5,frontal,1,..\..\src\datasets\MSL-dynamic-signs\train\S5-J-frontal-1.mp4,train,30.0,80,2.6666666666666665,900,900,8101601,123.80086095679013,0.700846630845027,1.567349903456028
S5-J-frontal-2,J,S5,frontal,2,..\..\src\datasets\MSL-dynamic-signs\train\S5-J-frontal-2.mp4,train,30.0,78,2.6,900,900,7899081,123.86577700617283,0.286210319893983,1.7722686607596025
S5-J-frontal-3,J,S5,frontal,3,..\..\src\datasets\MSL-dynamic-signs\train\S5-J-frontal-3.mp4,train,30.0,79,2.6333333333333333,900,900,8000341,125.32181018518517,0.568004574022298,1.7056195972525146
S5-J-frontal-4,J,S5,frontal,4,..\..\src\datasets\MSL-dynamic-signs\train\S5-J-frontal-4.mp4,train,30.0,74,2.466666666666667,900,900,7494041,124.07322484567902,1.0575240874430194,1.6246098733619112
S5-J-frontal-5,J,S5,frontal,5,..\..\src\datasets\MSL-dynamic-signs\train\S5-J-frontal-5.mp4,train,30.0,66,2.2,900,900,6683961,123.0322098765432,0.17666922513328398,1.5650728235872147
S5-K-frontal-1,K,S5,frontal,1,..\..\src\datasets\MSL-dynamic-signs\train\S5-K-frontal-1.mp4,train,30.0,59,1.9666666666666666,900,900,5975137,120.12301111111111,0.1936231210539058,1.9971409159434537
S5-K-frontal-2,K,S5,frontal,2,..\..\src\datasets\MSL-dynamic-signs\train\S5-K-frontal-2.mp4,train,30.0,69,2.3,900,900,6987741,120.52452310405644,0.4670767496281595,2.0525112782291464
S5-K-frontal-3,K,S5,frontal,3,..\..\src\datasets\MSL-dynamic-signs\train\S5-K-frontal-3.mp4,train,30.0,67,2.2333333333333334,900,900,6785221,120.1429012345679,0.76370741185405,1.9915908214444662
S5-K-frontal-4,K,S5,frontal,4,..\..\src\datasets\MSL-dynamic-signs\train\S5-K-frontal-4.mp4,train,30.0,68,2.2666666666666666,900,900,6886481,119.77591146384482,0.6206584089437223,1.9586858643597445
S5-K-frontal-5,K,S5,frontal,5,..\..\src\datasets\MSL-dynamic-signs\train\S5-K-frontal-5.mp4,train,30.0,79,2.6333333333333333,900,900,8000341,119.69815910493827,0.2615237350997324,1.9155813116706675
S5-K-frontal-6,K,S5,frontal,6,..\..\src\datasets\MSL-dynamic-signs\train\S5-K-frontal-6.mp4,train,30.0,65,2.1666666666666665,900,900,6582701,119.97692645502646,0.3703738923905755,1.8788581816042853
S5-K-frontal-7,K,S5,frontal,7,..\..\src\datasets\MSL-dynamic-signs\train\S5-K-frontal-7.mp4,train,30.0,50,1.6666666666666667,900,900,5063797,120.04149975308641,0.3651442820216744,1.8284513471098922
S5-Q-frontal-1,Q,S5,frontal,1,..\..\src\datasets\MSL-dynamic-signs\train\S5-Q-frontal-1.mp4,train,30.0,51,1.7,900,900,5165057,120.14702448559672,0.2971176430851108,2.278873418393791
